Object ID,APN - Assessor's Parcel Number,Full Address,Agency Owner Name,Agency Type,Use Type,Use Description,Zip Code,Tax Rate Area,Tax Rate City,Agency Class No,Use Code,Use Code 2,Design Type 1,Year Built,Effective Year,Units,Bedrooms,Bathrooms,Square Feet Main,Design Type 2,Year Built 2,Effective Year 2,Units 2,Bedrooms 2,Bathrooms 2,Square Feet Main 2,Design Type 3,Year Built 3,Effective Year 3,Units 3,Bedrooms 3,Bathrooms 3,Square Feet Main 3,Design Type 4,Year Built 4,Effective Year 4,Units 4,Bedrooms 4,Bathrooms 4,Design Type 5,Year Built 5,Effective Year 5,Units 5,Bedrooms 5,Bathrooms 5,Square Feet Main 5,Roll Year,Roll Land Value,Roll Improvement Value,Roll Pers Prop Value,Roll Fixture Value,Roll Home Owners Exemption,Roll Real Estate Exemption,Roll Pers Prop Exemption,Roll Fixture Exemption,Roll Land Base Year,Roll Imp Base Year,Quality Class 1,Quality Class 2,Quality Class 3,Quality Class 4,Quality Class 5,Spatial Change Date,Parcel Create Date,Parcel Type Code,Assessor Map,Assessor IndexMap,Legal Description Line 1,Legal Description Line 2,Legal Description Line 3,Legal Description Line 4,Legal Description Line 5,Legal Description Line Last,Shape,CENTER LON,CENTER X,CENTER Y,Location 1,LAT LON
301,2184-028-901,,L A City,LA City,Government,Government Parcel,,37,LOS ANGELES,236000,8800,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,0,0,2184-028,2184-NDX,OFFICIAL MAP OF LOS ANGELES COUNTY AS,PER BK 1 PG 76 TO 92 OF O M EX OF ST,,,,LOT    2 DIV   2 REG 36,34,-118,"6,401,018","1,870,341",,"34.130619, -118.530846"
"4,701",4129-003-908,"8308 CENTURY BLVD PLAYA DEL REY CA 90291
(33.94416, -118.440951)",L A City,LA City,Miscellaneous,Miscellaneous,90291,68,LOS ANGELES,236000,8000,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,0,0,4129-003,4129-NDX,"TRACT NO 4834  LOTS 1, 2, 3, 4, 5, 6, 7,",,,,,"8, 9, 10 AND LOT   11 BLK    6",33,-118,"6,428,009","1,802,289","8308 CENTURY BLVD
PLAYA DEL REY CA
(33.94416, -118.440951)","33.943984, -118.440673"
"5,137",4262-023-900,"11801 MISSOURI AVE LOS ANGELES CA 90025
(34.037659, -118.453052)",L A City,LA City,Government,Government Parcel,90025-5228,67,LOS ANGELES,236000,8800,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,0,0,4262-023,4262-NDX,TRACT # 9025 LOTS A AND,,,,,LOT    B,34,-118,"6,424,100","1,836,565","11801 MISSOURI AVE
LOS ANGELES CA
(34.037659, -118.453052)","34.038120, -118.454071"
"4,903",4129-023-908,"242 JACQUELIN ST PLAYA DEL REY CA 90293
(33.936066, -118.434749)",L A City,LA City,Government,Government Parcel,90293,68,LOS ANGELES,236000,8800,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,1207750940000,0,0,4129-023,4129-NDX,TRACT NO 9320 LOT   21 BLK    6,,,,,,33,-118,"6,429,786","1,799,307","242 JACQUELIN ST
PLAYA DEL REY CA
(33.936066, -118.434749)","33.935810, -118.434772"
"4,883",4129-022-906,"9308 TRASK AVE PLAYA DEL REY CA 90293
(33.936182, -118.433524)",L A City,LA City,Residential,Single,90293,68,LOS ANGELES,236000,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,1207750559000,0,0,4129-022,4129-NDX,TRACT NO 7825 LOT   14 BLK    2,,,,,,33,-118,"6,430,260","1,799,447","9308 TRASK AVE
PLAYA DEL REY CA
(33.93627, -118.433578)","33.936202, -118.433211"
"4,826",4129-014-910,"8721 RINDGE AVE PLAYA DEL REY CA 90293
(33.941045, -118.438615)",L A City,LA City,Residential,Single,90293,68,LOS ANGELES,236000,010V,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,0,0,4129-014,4129-NDX,TRACT NO 4834   NE 109 FT OF,,,,,LOT    9 BLK   13,33,-118,"6,428,559","1,801,131","8721 RINDGE AVE
PLAYA DEL REY CA
(33.941045, -118.438615)","33.940808, -118.438841"
"4,900",4129-023-905,"263 KILLGORE ST PLAYA DEL REY CA 90293
(33.935366, -118.433921)",L A City,LA City,Government,Government Parcel,90293,68,LOS ANGELES,236000,8800,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,1207750866000,0,0,4129-023,4129-NDX,TRACT NO 9320 LOT    7 BLK    6,,,,,,33,-118,"6,430,028","1,799,220","263 KILLGORE ST
PLAYA DEL REY CA
(33.935366, -118.433921)","33.935574, -118.433973"
"4,662",4128-022-903,"5518 W 98TH ST LOS ANGELES CA 90045
(33.94783, -118.377974)",L A City Airport,LAX,Government,Government Parcel,90045-5702,302,LOS ANGELES,236894,880V,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,20020207,0,4128-022,4128-NDX,TR=14159 LOT 206,,,,,,33,-118,"6,447,020","1,803,514","5518 W 98TH ST
LOS ANGELES CA
(33.94783, -118.377974)","33.947561, -118.378007"
"4,914",4129-023-919,"9332 RINDGE AVE PLAYA DEL REY CA 90293
(33.935534, -118.435774)",L A City,LA City,Residential,Single,90293,68,LOS ANGELES,236000,101,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,1207750832000,0,0,4129-023,4129-NDX,TRACT NO 9320 LOT   16 BLK    6,,,,,,33,-118,"6,429,587","1,799,197","9332 RINDGE AVE
PLAYA DEL REY CA
(33.935534, -118.435774)","33.935505, -118.435426"
"6,267",5161-011-904,"351 E TEMPLE ST LOS ANGELES CA 90012
(34.051958, -118.239081)",L A City,LA City,Government,Government Parcel,90012-3328,8,LOS ANGELES,236000,8800,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,0,0,5161-011,5161-NDX,LOT COM AT INTERSECTION OF W LINE OF,ALAMEDA ST WITH C/L OF COMMERCIAL ST,VAC TH S ON SD W LINE AND NW ON NE LINE,OF TEMPLE ST TO E LINE OF SUB OF,SEE ASSESSOR MAPBOOK FOR MISSING PORTION,AND B TR NO 9244,34,-118,"6,489,395","1,841,594","351 E TEMPLE ST
LOS ANGELES CA
(34.051958, -118.239081)","34.052558, -118.238589"
"4,908",4129-023-913,"9327 TRASK AVE PLAYA DEL REY CA 90293
(33.935922, -118.433363)",L A City,LA City,Residential,Single,90293,68,LOS ANGELES,236000,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,1207750889000,0,0,4129-023,4129-NDX,TRACT NO 9320 LOT    4 BLK    6,,,,,,33,-118,"6,430,162","1,799,245","9327 TRASK AVE
PLAYA DEL REY CA
(33.935922, -118.433363)","33.935645, -118.433529"
"4,653",4128-021-928,"5441 W 99TH ST LOS ANGELES CA 90045
(41.712492, -87.757243)",L A City Airport,LAX,Government,Government Parcel,90045-5719,302,LOS ANGELES,236890,880V,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,1073488223000,20030723,0,4128-021,4128-NDX,TR=14159 LOT 117,,,,,,33,-118,"6,447,386","1,803,405","5441 W 99TH ST
LOS ANGELES CA
(33.947052, -118.376835)","33.947265, -118.376798"
"4,865",4129-021-911,"9227 TRASK AVE PLAYA DEL REY CA 90293
(33.93668, -118.433808)",L A City,LA City,Government,Government Parcel,90293,68,LOS ANGELES,236000,8800,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,1207750298000,0,0,4129-021,4129-NDX,TRACT NO 9320,,,,,LOT    4 BLK    3,33,-118,"6,430,030","1,799,526","9227 TRASK AVE
PLAYA DEL REY CA
(33.93668, -118.433808)","33.936415, -118.433969"
"4,878",4129-022-901,"9136 TRASK AVE PLAYA DEL REY CA 90293
(33.937303, -118.434162)",L A City,LA City,Government,Government Parcel,90293,68,LOS ANGELES,236000,8800,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,1207750655000,0,0,4129-022,4129-NDX,TRACT NO 7825 LOT    5 BLK    2,,,,,,33,-118,"6,430,066","1,799,851","9136 TRASK AVE
PLAYA DEL REY CA
(33.937497, -118.434275)","33.937309, -118.433854"
"4,827",4129-014-911,"115 EPINARD ST PLAYA DEL REY CA 90293
(33.47309, -84.60799)",L A City,LA City,Residential,Single,90293,68,LOS ANGELES,236000,010V,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,0,0,4129-014,4129-NDX,TRACT NO 4834 LOT    5 BLK   13,,,,,,33,-118,"6,428,379","1,801,103","115 EPINARD ST
PLAYA DEL REY CA
(33.940505, -118.439419)","33.940728, -118.439435"
"4,987",4214-022-901,"3827 MARCASEL AVE LOS ANGELES CA 90066
(34.006007, -118.427832)",L A City,LA City,Residential,Single,90066-4613,67,LOS ANGELES,236000,010V,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,1078303799000,20030807,0,4214-022,4214-NDX,TR=3842 LOT 64 BLK C,,,,,,34,-118,"6,431,941","1,824,730","3827 MARCASEL AVE
LOS ANGELES CA
(34.006007, -118.427832)","34.005693, -118.428023"
"4,834",4129-015-906,"120 EPINARD ST PLAYA DEL REY CA 90293
(33.940506, -118.439108)",L A City,LA City,Government,Government Parcel,90293,68,LOS ANGELES,236000,8800,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,0,0,4129-015,4129-NDX,TRACT NO 9093 LOT    4 BLK    1,,,,,,33,-118,"6,428,479","1,800,945","120 EPINARD ST
PLAYA DEL REY CA
(33.940506, -118.439108)","33.940297, -118.439103"
"4,801",4129-011-922,"8517 TRASK AVE PLAYA DEL REY CA 90293
(33.942839, -118.437384)",L A City,LA City,Residential,Single,90293,68,LOS ANGELES,236000,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,0,0,4129-011,4129-NDX,TRACT NO 4834 LOT   12 BLK    9,,,,,,33,-118,"6,428,949","1,801,770","8517 TRASK AVE
PLAYA DEL REY CA
(33.942839, -118.437384)","33.942569, -118.437565"
"5,903",5052-006-903,"2223 W JEFFERSON BLVD LOS ANGELES CA 90018
(34.025553, -118.319695)",L A City,LA City,Government,Government Parcel,90018-3741,401,LOS ANGELES,236000,8841,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,0,0,5052-006,5052-NDX,*TR=JEFFERSON ST PARK TRACT,,,,,LOT   15 BLK    2,34,-118,"6,464,798","1,831,943","2223 W JEFFERSON BLVD
LOS ANGELES CA
(34.025553, -118.319695)","34.025850, -118.319688"
"4,600",4128-019-905,"5328 W 99TH ST LOS ANGELES CA 90045
(33.946956, -118.374716)",L A City Airport,LAX,Residential,Single,90045-5718,302,LOS ANGELES,236890,010V,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,20000714,0,4128-019,4128-NDX,TR=14159 LOT 138,,,,,,33,-118,"6,448,026","1,803,205","5328 W 99TH ST
LOS ANGELES CA
(33.946956, -118.374716)","33.946722, -118.374686"
"4,823",4129-014-907,"155 EPINARD ST PLAYA DEL REY CA 90293
(33.940493, -118.439759)",L A City,LA City,Government,Government Parcel,90293,68,LOS ANGELES,236000,880V,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,0,0,4129-014,4129-NDX,TRACT NO 4834 LOT    1 BLK   13,,,,,,33,-118,"6,428,233","1,801,214","155 EPINARD ST
PLAYA DEL REY CA
(33.940493, -118.439759)","33.941032, -118.439919"
"4,334",4128-007-922,"5419 W 96TH ST LOS ANGELES CA 90045
(33.94932, -118.37525)",L A City Airport,LAX,Residential,Single,90045-5019,302,LOS ANGELES,236890,010V,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,20010420,0,4128-007,4128-NDX,TR=14225 LOT 93,,,,,,33,-118,"6,447,861","1,804,229","5419 W 96TH ST
LOS ANGELES CA
(33.94932, -118.37525)","33.949534, -118.375243"
"6,174",5141-003-900,"655 S ALVARADO ST LOS ANGELES CA 90057
(34.057659, -118.276047)",L A City,LA City,Government,Government Parcel,90057-3350,12706,LOS ANGELES,236000,8841,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,0,0,5141-003,5141-NDX,HANCOCK'S SURVEY PLOT KNOWN AS GENERAL,DOUGLAS MAC ARTHUR PARK,,,,LOT    1 BLK   25,34,-118,"6,477,564","1,843,913","655 S ALVARADO ST
LOS ANGELES CA
(34.057659, -118.276047)","34.058846, -118.277667"
"4,830",4129-015-901,"8800 VISTA DEL MAR LOS ANGELES CA 90293
(33.940292, -118.439801)",L A City,LA City,Government,Government Parcel,90293-8514,68,LOS ANGELES,236000,8800,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,0,0,4129-015,4129-NDX,TRACT NO 9093 LOT    1 BLK    1,,,,,,33,-118,"6,428,364","1,800,953","8800 VISTA DEL MAR
LOS ANGELES CA","33.940317, -118.439484"
"4,912",4129-023-917,"245 KILLGORE ST PLAYA DEL REY CA 90293
(33.935249, -118.434282)",L A City,LA City,Residential,Single,90293,68,LOS ANGELES,236000,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,1207750825000,0,0,4129-023,4129-NDX,TRACT NO 9320 LOT   10 BLK    6,,,,,,33,-118,"6,429,881","1,799,175","245 KILLGORE ST
PLAYA DEL REY CA
(33.935249, -118.434282)","33.935450, -118.434457"
"4,350",4128-007-938,"5350 W 95TH ST LOS ANGELES CA 90045
(33.950054, -118.374363)",,,Residential,Single,90045-5030,302,LOS ANGELES,,010V,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,1375777664000,20110928,0,4128-007,4128-NDX,TR=14225 W 53 FT OF LOT 117,,,,,,33,-118,"6,448,133","1,804,335","5350 W 95TH ST
LOS ANGELES CA
(33.950054, -118.374363)","33.949828, -118.374348"
"6,828",5409-008-909,"901 S MAIN ST LOS ANGELES CA 90015
(40.8333, -84.339422)",L A City,LA City,Government,Government Parcel,90015-1708,46,LOS ANGELES,236000,8800,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,1405419376000,20140523,0,5409-008,5409-NDX,CITY LANDS OF LOS ANGELES FOR DESC SEE,,,,,ASSESSOR'S MAPS,34,-118,"6,490,244","1,844,829","901 S MAIN ST
LOS ANGELES CA","34.061452, -118.235810"
"4,505",4128-014-919,"9701 HINDRY PL LOS ANGELES CA 90045
(33.948313, -118.372608)",L A City Airport,LAX,Residential,Single,90045-5113,302,LOS ANGELES,236894,010V,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,20020122,0,4128-014,4128-NDX,TR=14159 LOT 66,,,,,,33,-118,"6,448,585","1,803,807","9701 HINDRY PL
LOS ANGELES CA
(33.948313, -118.372608)","33.948384, -118.372851"
"4,932",4129-024-908,"123 KILLGORE ST PLAYA DEL REY CA 90293
(33.934707, -118.435986)",L A City,LA City,Residential,Single,90293,68,LOS ANGELES,236000,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,1207751144000,0,0,4129-024,4129-NDX,TRACT NO 9320   SW 97.35 FT (MEASURED,,,,,ON NW LINE) OF LOT    4 BLK    5,33,-118,"6,429,392","1,798,981","123 KILLGORE ST
PLAYA DEL REY CA
(33.934707, -118.435986)","33.934911, -118.436064"
"6,677",5304-022-901,"3743 BOUNDARY ST LOS ANGELES CA 90032
(34.088473, -118.19291)",L A City,LA City,Government,Government Parcel,90032-1499,4,LOS ANGELES,236000,8800,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,0,0,5304-022,5304-NDX,"ELA VIEW TRACT LOTS 1,2,3,4,5,6,7,8,","9,10,11,12,13,14,15,16,17,18,19,20,","21,22,23,24,25,26,27,28,29,30,31,32,","33,34,35,36,37,38,39,40,41,42,43,44,",,"45,46,47 AND LOT   48 BLK    T",34,-118,"6,503,154","1,854,936","3743 BOUNDARY ST
LOS ANGELES CA
(34.088473, -118.19291)","34.089301, -118.193252"
"4,901",4129-023-906,"221 KILLGORE ST PLAYA DEL REY CA 90293
(33.935072, -118.434942)",L A City,LA City,Government,Government Parcel,90293,68,LOS ANGELES,236000,8800,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,1207750809000,0,0,4129-023,4129-NDX,TRACT NO 9320   LOTS 13 AND,,,,,LOT   14 BLK    6,33,-118,"6,429,709","1,799,151","221 KILLGORE ST
PLAYA DEL REY CA
(33.935072, -118.434942)","33.935382, -118.435023"
"4,586",4128-018-909,"9737 GLASGOW PL LOS ANGELES CA 90045
(33.94735, -118.371861)",L A City Airport,LAX,Residential,Two Units,90045-5105,302,LOS ANGELES,236890,020V,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,1152871168000,20021002,0,4128-018,4128-NDX,TR=14159 LOT 33,,,,,,33,-118,"6,448,812","1,803,494","9737 GLASGOW PL
LOS ANGELES CA
(33.94735, -118.371861)","33.947525, -118.372097"
"4,795",4129-011-916,"8522 RINDGE AVE PLAYA DEL REY CA 90293
(33.942385, -118.439081)",L A City,LA City,Residential,Single,90293,68,LOS ANGELES,236000,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,0,0,4129-011,4129-NDX,"LAND DES IN DOC NO 3287, 74-8-14",,,,,TRACT NO 4834 LOT    3 BLK    9,33,-118,"6,428,579","1,801,726","8522 RINDGE AVE
PLAYA DEL REY CA
(33.942385, -118.439081)","33.942443, -118.438783"
"5,186",4305-014-901,"8876 W PICO BLVD LOS ANGELES CA 90035
(34.055101, -118.385449)",L A City,LA City,Government,Government Parcel,90035-3302,67,LOS ANGELES,236000,8899,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,0,0,4305-014,4305-NDX,"LAND DES IN DOC 3686, 75-2-28",,,,,TRACT NO 6800 LOT   13,34,-118,"6,444,895","1,842,549","8876 W PICO BLVD
LOS ANGELES CA
(34.055101, -118.385449)","34.054801, -118.385507"
"4,871",4129-021-917,"249 JACQUELIN ST PLAYA DEL REY CA 90293
(33.936062, -118.434717)",L A City,LA City,Residential,Single,90293,68,LOS ANGELES,236000,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,1207750308000,0,0,4129-021,4129-NDX,TRACT NO 9320 LOT    9 BLK    3,,,,,,33,-118,"6,429,813","1,799,502","249 JACQUELIN ST
PLAYA DEL REY CA
(33.936062, -118.434717)","33.936346, -118.434685"
"4,877",4129-022-900,"9322 TRASK AVE PLAYA DEL REY CA 90293
(33.935818, -118.4333)",L A City,LA City,Government,Government Parcel,90293,68,LOS ANGELES,236000,8800,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,1207750534000,0,0,4129-022,4129-NDX,TRACT NO 7825 LOT   17 BLK    2,,,,,,33,-118,"6,430,324","1,799,313","9322 TRASK AVE
PLAYA DEL REY CA
(33.936142, -118.433499)","33.935834, -118.432997"
"5,105",4256-010-901,"11110 W PICO BLVD LOS ANGELES CA 90064
(34.036798, -118.435493)",L A City,LA City,Commercial,Stores,90064-1709,67,LOS ANGELES,236000,1100,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,20000210,0,4256-010,4256-NDX,"C F 187 LAND DESC IN DOC 212534,000210",,,,,POR OF LOT 24,34,-118,"6,429,779","1,835,907","11110 W PICO BLVD
LOS ANGELES CA
(34.036798, -118.435493)","34.036380, -118.435317"
"4,812",4129-012-909,"301 EPINARD ST PLAYA DEL REY CA 90293
(33.940501, -118.436286)",L A City,LA City,Residential,Single,90293,68,LOS ANGELES,236000,010V,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,0,0,4129-012,4129-NDX,TRACT NO 4834 LOT   19 BLK   15,,,,,,33,-118,"6,429,473","1,801,086","301 EPINARD ST
PLAYA DEL REY CA
(33.940501, -118.436286)","33.940694, -118.435829"
"4,922",4129-024-905,"9335 RINDGE AVE PLAYA DEL REY CA 90293
(33.935396, -118.43571)",L A City,LA City,Government,Government Parcel,90293,68,LOS ANGELES,236000,8800,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,1207751119000,0,0,4129-024,4129-NDX,TRACT NO 9320   NE 80 FT,(MEASURED ON NW LINE) OF LOT 4,,,,AND ALL OF LOT    5 BLK    5,33,-118,"6,429,428","1,799,048","9335 RINDGE AVE
PLAYA DEL REY CA
(33.935396, -118.43571)","33.935094, -118.435947"
"6,402",5171-006-901,"640 S ANDERSON ST LOS ANGELES CA 90023
(34.037338, -118.22333)",L A City,LA City,Industrial,Industrial,90023-1106,12703,LOS ANGELES,236000,300V,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,1380199969000,20130530,0,5171-006,5171-NDX,M B 7-104 EX OF  ST LOTS 34 THRU 41 BLK,,,,,B,34,-118,"6,494,083","1,836,113","640 S ANDERSON ST
LOS ANGELES CA
(34.037338, -118.22333)","34.037526, -118.223071"
"6,553",5209-030-901,"4285 HUNTINGTON DR S LOS ANGELES CA 90032
(34.079175, -118.192668)",L A City,LA City,Commercial,Commercial,90032-2551,4,LOS ANGELES,236000,100V,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,1243582559000,20090319,0,5209-030,5209-NDX,TR=4903 LOTS 1 AND 2,,,,,,34,-118,"6,503,265","1,851,287","4285 HUNTINGTON DR S
LOS ANGELES CA
(34.079175, -118.192668)","34.079275, -118.192862"
"6,277",5161-013-905,"150 N LOS ANGELES ST LOS ANGELES CA 90012
(34.052021, -118.241906)",L A City,LA City,Government,Government Parcel,90012-3302,8,LOS ANGELES,236000,8800,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,1160747280000,0,0,5161-013,5161-NDX,LOT COM AT INTERSECTION OF NE LINE OF,FIRST ST PER FM16937 AND SE LINE OF,LOS ANGELES ST TH NE ON SD SE LINE TO NE,LINE OF JACKSON ST VAC TH SE THEREON,SEE ASSESSOR MAPBOOK FOR MISSING PORTION,PG 308 OF M R,34,-118,"6,488,598","1,841,199","150 N LOS ANGELES ST
LOS ANGELES CA
(34.052021, -118.241906)","34.051467, -118.241217"
"7,005",5447-018-900,"1831 PASADENA AVE LOS ANGELES CA 90031
(39.811136, -75.097596)",L A City,LA City,Government,Government Parcel,90031-1721,4,LOS ANGELES,236000,8800,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,0,0,5447-018,5447-NDX,TRACT # 8534 LOT COM AT MOST E COR OF,LOT A TH S 62¢25' W 196.84 FT TH N 27¢,"43'35"" W 210 FT TH N 62¢25' E 197.5 MORE","OR LESS FT TH S 27¢32'40"" E 210 FT TO",,BEG PART OF LOT    A,34,-118,"6,494,177","1,849,355","1831 PASADENA AVE
LOS ANGELES CA
(34.07347, -118.222835)","34.073913, -118.222860"
"4,969",4131-027-901,"12700 VISTA DEL MAR LOS ANGELES CA 90293
(33.917069, -118.427974)",L A  City Dept of Water & Power,LADWP,Miscellaneous,Miscellaneous,90293-8502,68,LOS ANGELES,236920,8000,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,0,0,4131-027,4131-NDX,SUB OF PART OF THE SAUSAL REDONDO RANCHO,LOT EX OF STS COM AT INTERSECTION OF C/L,OF FRANKLIN AVE WITH E LINE OF SW 1/4 OF,"SEC 11 T 3S R 15W TH S 89¢57'15"" W",SEE ASSESSOR MAPBOOK FOR MISSING PORTION,SEC   11 T   3S R 15W,33,-118,"6,432,650","1,792,618","12700 VISTA DEL MAR
LOS ANGELES CA","33.917465, -118.425236"
"5,954",5066-006-900,"1760 S LA CIENEGA BLVD LOS ANGELES CA 90035
(34.045401, -118.376614)",L A City,LA City,Government,Government Parcel,90035-4602,67,LOS ANGELES,236000,8820,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,0,0,5066-006,5066-NDX,*TR=8020 LOT   12 BLK   13,,,,,,34,-118,"6,447,680","1,839,089","1760 S LA CIENEGA BLVD
LOS ANGELES CA
(34.045401, -118.376614)","34.045323, -118.376270"
"4,890",4129-022-913,"9314 TRASK AVE PLAYA DEL REY CA 90293
(33.936061, -118.433449)",L A City,LA City,Residential,Single,90293,68,LOS ANGELES,236000,100,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,1207750548000,0,0,4129-022,4129-NDX,TRACT NO 7825 LOT   15 BLK    2,,,,,,33,-118,"6,430,281","1,799,403","9314 TRASK AVE
PLAYA DEL REY CA
(33.936215, -118.433544)","33.936079, -118.433140"
"6,476",5183-006-901,"2101 E 1ST ST LOS ANGELES CA 90033
(34.044779, -118.213481)",L A City,LA City,Government,Government Parcel,90033-3917,12703,LOS ANGELES,236000,8800,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,,0,0,5183-006,5183-NDX,"BOYLE HEIGHTS LOTS 7,9 AND",,,,,LOT   11 BLK    L,34,-118,"6,497,069","1,838,836","2101 E 1ST ST
LOS ANGELES CA","34.045025, -118.213235"
"6,291",5161-026-913,"234 S MAIN ST LOS ANGELES CA 90012
(34.050245, -118.245209)",L A City,LA City,Government,Government Parcel,90012-3708,13263,LOS ANGELES,236000,8800,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2016,,,,,,,,,0,0,,,,,,1265117426000,20070926,0,5161-026,5161-NDX,M R 2-504-505 FOR DESC SEE ASSESSOR'S,,,,,MAPS POR OF SD CITY LAND OF LOS ANGELES,34,-118,"6,487,474","1,840,664","234 S MAIN ST
LOS ANGELES CA
(28.43445, -99.234732)","34.049988, -118.244924"
